-4.276526641845703125e+01,-3.683558225631713867e+00,9.747167229652404785e-01
-2.076526641845703125e+01,-3.683558225631713867e+00,9.747167229652404785e-01
-5.116526794433593750e+01,-3.483558416366577148e+00,9.747167229652404785e-01
-4.016526794433593750e+01,-3.483558416366577148e+00,9.747167229652404785e-01
-3.976526641845703125e+01,-3.483558416366577148e+00,9.747167229652404785e-01
-3.896526718139648438e+01,-3.483558416366577148e+00,9.747167229652404785e-01
-3.756526565551757812e+01,-3.483558416366577148e+00,9.747167229652404785e-01
-3.736526489257812500e+01,-3.483558416366577148e+00,9.747167229652404785e-01
-3.716526794433593750e+01,-3.483558416366577148e+00,9.747167229652404785e-01
-3.696526718139648438e+01,-3.483558416366577148e+00,9.747167229652404785e-01
-3.676526641845703125e+01,-3.483558416366577148e+00,9.747167229652404785e-01
-3.656526565551757812e+01,-3.483558416366577148e+00,9.747167229652404785e-01
-3.616526794433593750e+01,-3.483558416366577148e+00,9.747167229652404785e-01
-3.596526718139648438e+01,-3.483558416366577148e+00,9.747167229652404785e-01
-3.576526641845703125e+01,-3.483558416366577148e+00,9.747167229652404785e-01
-3.456526565551757812e+01,-3.483558416366577148e+00,9.747167229652404785e-01
-3.336526489257812500e+01,-3.483558416366577148e+00,9.747167229652404785e-01
-3.176526641845703125e+01,-3.483558416366577148e+00,9.747167229652404785e-01
-2.996526718139648438e+01,-3.483558416366577148e+00,9.747167229652404785e-01
-2.496526718139648438e+01,-3.483558416366577148e+00,9.747167229652404785e-01
-2.456526565551757812e+01,-3.483558416366577148e+00,9.747167229652404785e-01
-1.636526679992675781e+01,-3.483558416366577148e+00,9.747167229652404785e-01
-1.136526679992675781e+01,-3.483558416366577148e+00,9.747167229652404785e-01
2.403473472595214844e+01,-3.483558416366577148e+00,9.747167229652404785e-01
2.443473434448242188e+01,-3.483558416366577148e+00,9.747167229652404785e-01
2.603473472595214844e+01,-3.483558416366577148e+00,9.747167229652404785e-01
3.663473510742187500e+01,-3.483558416366577148e+00,9.747167229652404785e-01
4.263473510742187500e+01,-3.483558416366577148e+00,9.747167229652404785e-01
4.423473358154296875e+01,-3.483558416366577148e+00,9.747167229652404785e-01
4.623473358154296875e+01,-3.483558416366577148e+00,9.747167229652404785e-01
5.383473587036132812e+01,-3.483558416366577148e+00,9.747167229652404785e-01
5.403473281860351562e+01,-3.483558416366577148e+00,9.747167229652404785e-01
5.443473434448242188e+01,-3.483558416366577148e+00,9.747167229652404785e-01
5.483473587036132812e+01,-3.483558416366577148e+00,9.747167229652404785e-01
5.503473281860351562e+01,-3.483558416366577148e+00,9.747167229652404785e-01
5.523473358154296875e+01,-3.483558416366577148e+00,9.747167229652404785e-01
5.563473510742187500e+01,-3.483558416366577148e+00,9.747167229652404785e-01
5.603473281860351562e+01,-3.483558416366577148e+00,9.747167229652404785e-01
5.663473510742187500e+01,-3.483558416366577148e+00,9.747167229652404785e-01
5.723473358154296875e+01,-3.483558416366577148e+00,9.747167229652404785e-01
6.943473815917968750e+01,-3.483558416366577148e+00,9.747167229652404785e-01
-5.776526641845703125e+01,-3.283558368682861328e+00,9.747167229652404785e-01
-5.716526794433593750e+01,-3.283558368682861328e+00,9.747167229652404785e-01
-5.636526870727539062e+01,-3.283558368682861328e+00,9.747167229652404785e-01
-5.596526718139648438e+01,-3.283558368682861328e+00,9.747167229652404785e-01
-5.536526870727539062e+01,-3.283558368682861328e+00,9.747167229652404785e-01
-5.476526641845703125e+01,-3.283558368682861328e+00,9.747167229652404785e-01
-5.436526870727539062e+01,-3.283558368682861328e+00,9.747167229652404785e-01
-5.376526641845703125e+01,-3.283558368682861328e+00,9.747167229652404785e-01
-5.356526565551757812e+01,-3.283558368682861328e+00,9.747167229652404785e-01
-5.316526794433593750e+01,-3.283558368682861328e+00,9.747167229652404785e-01
-5.276526641845703125e+01,-3.283558368682861328e+00,9.747167229652404785e-01
-5.256526565551757812e+01,-3.283558368682861328e+00,9.747167229652404785e-01
-5.236526870727539062e+01,-3.283558368682861328e+00,9.747167229652404785e-01
-5.216526794433593750e+01,-3.283558368682861328e+00,9.747167229652404785e-01
-5.196526718139648438e+01,-3.283558368682861328e+00,9.747167229652404785e-01
-5.156526565551757812e+01,-3.283558368682861328e+00,9.747167229652404785e-01
-5.136526870727539062e+01,-3.283558368682861328e+00,9.747167229652404785e-01
-5.116526794433593750e+01,-3.283558368682861328e+00,9.747167229652404785e-01
-5.056526565551757812e+01,-3.283558368682861328e+00,9.747167229652404785e-01
-5.036526870727539062e+01,-3.283558368682861328e+00,9.747167229652404785e-01
-5.016526794433593750e+01,-3.283558368682861328e+00,9.747167229652404785e-01
-4.996526718139648438e+01,-3.283558368682861328e+00,9.747167229652404785e-01
-4.976526641845703125e+01,-3.283558368682861328e+00,9.747167229652404785e-01
-4.956526565551757812e+01,-3.283558368682861328e+00,9.747167229652404785e-01
-4.936526870727539062e+01,-3.283558368682861328e+00,9.747167229652404785e-01
-4.916526794433593750e+01,-3.283558368682861328e+00,9.747167229652404785e-01
-4.896526718139648438e+01,-3.283558368682861328e+00,9.747167229652404785e-01
-4.876526641845703125e+01,-3.283558368682861328e+00,9.747167229652404785e-01
-4.856526565551757812e+01,-3.283558368682861328e+00,9.747167229652404785e-01
-4.836526870727539062e+01,-3.283558368682861328e+00,9.747167229652404785e-01
-4.816526794433593750e+01,-3.283558368682861328e+00,9.747167229652404785e-01
-4.776526641845703125e+01,-3.283558368682861328e+00,9.747167229652404785e-01
-4.756526565551757812e+01,-3.283558368682861328e+00,9.747167229652404785e-01
-4.736526870727539062e+01,-3.283558368682861328e+00,9.747167229652404785e-01
-4.716526794433593750e+01,-3.283558368682861328e+00,9.747167229652404785e-01
-4.676526641845703125e+01,-3.283558368682861328e+00,9.747167229652404785e-01
